instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,0,100.0,0.0,0.0,1302724246,70655709000,70
0,0,100.0,0.0,0.0,1302724463,70655709000,70
0,0,100.0,0.0,0.0,1302774320,70655709000,70
0,0,100.0,0.0,0.0,1302776034,70655709000,70
0,0,100.0,0.0,0.0,1302776400,70655709000,70
0,0,100.0,0.0,0.0,1302777029,70655709000,70
1,0,100.0,0.0,0.0,1302777405,70655709000,70
0,0,100.0,0.0,0.0,1302777535,70655709000,70
0,0,100.0,0.0,0.0,1302777583,70655709000,70
0,0,100.0,0.0,0.0,1302781364,70655709000,70
0,0,100.0,0.0,0.0,1302781432,70655709000,70
0,0,100.0,0.0,0.0,1302787451,70655709000,70
1,0,100.0,0.0,0.0,1302788420,70655709000,70
0,0,100.0,0.0,0.0,1302788429,70655709000,70
0,0,100.0,0.0,0.0,1302790944,70655709000,70
0,0,100.0,0.0,0.0,1302792879,70655709000,70
1,0,100.0,0.0,0.0,1302797071,70655709000,70
0,0,100.0,0.0,0.0,1302797110,70655709000,70
0,0,100.0,0.0,0.0,1302797206,70655709000,70
1,0,100.0,0.0,0.0,1302809223,70655709000,70
0,0,100.0,0.0,0.0,1302813492,70655709000,70
0,0,100.0,0.0,0.0,1302814354,70655709000,70
0,0,100.0,0.0,0.0,1302850792,70655709000,70
0,0,100.0,0.0,0.0,1302850801,70655709000,70
0,0,100.0,0.0,0.0,1302855282,70655709000,70
0,0,100.0,0.0,0.0,1302855952,70655709000,70
0,0,100.0,0.0,0.0,1302858547,70655709000,70
0,0,100.0,0.0,0.0,1302858788,70655709000,70
0,0,100.0,0.0,0.0,1302859285,70655709000,70
0,0,100.0,0.0,0.0,1302863021,70655709000,70
0,0,100.0,0.0,0.0,1302863407,70655709000,70
0,0,100.0,0.0,0.0,1302863908,70655709000,70
0,0,100.0,0.0,0.0,1302863993,70655709000,70
0,0,100.0,0.0,0.0,1302871475,70655709000,70
0,0,100.0,0.0,0.0,1302877015,70655709000,70
0,0,100.0,0.0,0.0,1302877959,70655709000,70
0,0,100.0,0.0,0.0,1302878413,70655709000,70
0,0,100.0,0.0,0.0,1302879600,70655709000,70
0,0,100.0,0.0,0.0,1302879616,70655709000,70
0,0,100.0,0.0,0.0,1302894310,70655709000,70
0,0,100.0,0.0,0.0,1302986317,70655709000,70
1,0,100.0,0.0,0.0,1302986362,70655709000,70
0,0,100.0,0.0,0.0,1302986419,70655709000,70
0,0,100.0,0.0,0.0,1302987005,70655709000,70
