instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,0,100.0,0.0,0.0,1063070644,63138034400,63
0,0,100.0,0.0,0.0,1063070644,63138034400,63
0,0,100.0,0.0,0.0,1063071102,63138034400,63
0,0,100.0,0.0,0.0,1063071102,63138034400,63
0,0,100.0,0.0,0.0,1063155353,63138034400,63
0,0,100.0,0.0,0.0,1063155353,63138034400,63
0,0,100.0,0.0,0.0,1063302777,63138034400,63
0,0,100.0,0.0,0.0,1063302777,63138034400,63
0,0,100.0,0.0,0.0,1063302914,63138034400,63
0,0,100.0,0.0,0.0,1063302914,63138034400,63
0,0,100.0,0.0,0.0,1063303507,63138034400,63
0,0,100.0,0.0,0.0,1063303507,63138034400,63
0,0,100.0,0.0,0.0,1063876335,63138034400,63
0,0,100.0,0.0,0.0,1063876335,63138034400,63
0,0,100.0,0.0,0.0,1063878776,63138034400,63
0,0,100.0,0.0,0.0,1063878776,63138034400,63
0,0,100.0,0.0,0.0,1063988232,63138034400,63
0,0,100.0,0.0,0.0,1063988232,63138034400,63
0,0,100.0,0.0,0.0,1063995637,63138034400,63
0,0,100.0,0.0,0.0,1063995637,63138034400,63
0,0,100.0,0.0,0.0,1063995653,63138034400,63
0,0,100.0,0.0,0.0,1063995653,63138034400,63
0,0,100.0,0.0,0.0,1064019941,63138034400,63
0,0,100.0,0.0,0.0,1064019941,63138034400,63
0,0,100.0,0.0,0.0,1064020575,63138034400,63
0,0,100.0,0.0,0.0,1064020575,63138034400,63
0,0,100.0,0.0,0.0,1064021565,63138034400,63
0,0,100.0,0.0,0.0,1064021565,63138034400,63
0,0,100.0,0.0,0.0,1064180205,63138034400,63
0,0,100.0,0.0,0.0,1064180205,63138034400,63
0,0,100.0,0.0,0.0,1064269530,63138034400,63
0,0,100.0,0.0,0.0,1064269530,63138034400,63
0,0,100.0,0.0,0.0,1064276548,63138034400,63
0,0,100.0,0.0,0.0,1064276548,63138034400,63
1,0,100.0,0.0,0.0,1064276619,63138034400,63
1,0,100.0,0.0,0.0,1064276619,63138034400,63
0,0,100.0,0.0,0.0,1064276665,63138034400,63
0,0,100.0,0.0,0.0,1064276665,63138034400,63
0,0,100.0,0.0,0.0,1064277086,63138034400,63
0,0,100.0,0.0,0.0,1064277086,63138034400,63
0,0,100.0,0.0,0.0,1064277673,63138034400,63
0,0,100.0,0.0,0.0,1064277673,63138034400,63
0,0,100.0,0.0,0.0,1064277699,63138034400,63
0,0,100.0,0.0,0.0,1064277699,63138034400,63
0,0,100.0,0.0,0.0,1064394278,63138034400,63
0,0,100.0,0.0,0.0,1064394278,63138034400,63
0,0,100.0,0.0,0.0,1064396034,63138034400,63
0,0,100.0,0.0,0.0,1064396034,63138034400,63
0,0,100.0,0.0,0.0,1064405395,63138034400,63
0,0,100.0,0.0,0.0,1064405395,63138034400,63
0,0,100.0,0.0,0.0,1064410747,63138034400,63
0,0,100.0,0.0,0.0,1064410747,63138034400,63
0,0,100.0,0.0,0.0,1064426049,63138034400,63
0,0,100.0,0.0,0.0,1064426049,63138034400,63
0,0,100.0,0.0,0.0,1064427352,63138034400,63
0,0,100.0,0.0,0.0,1064427352,63138034400,63
0,0,100.0,0.0,0.0,1064428306,63138034400,63
0,0,100.0,0.0,0.0,1064428306,63138034400,63
0,0,100.0,0.0,0.0,1064428640,63138034400,63
0,0,100.0,0.0,0.0,1064428640,63138034400,63
1,0,100.0,0.0,0.0,1064429672,63138034400,63
1,0,100.0,0.0,0.0,1064429672,63138034400,63
1,0,100.0,0.0,0.0,1064430403,63138034400,63
1,0,100.0,0.0,0.0,1064430403,63138034400,63
0,0,100.0,0.0,0.0,1064443838,63138034400,63
0,0,100.0,0.0,0.0,1064443838,63138034400,63
0,0,100.0,0.0,0.0,1064443940,63138034400,63
0,0,100.0,0.0,0.0,1064443940,63138034400,63
0,0,100.0,0.0,0.0,1064444346,63138034400,63
0,0,100.0,0.0,0.0,1064444346,63138034400,63
0,0,100.0,0.0,0.0,1064444623,63138034400,63
0,0,100.0,0.0,0.0,1064444623,63138034400,63
0,0,100.0,0.0,0.0,1064445563,63138034400,63
0,0,100.0,0.0,0.0,1064445563,63138034400,63
0,0,100.0,0.0,0.0,1064445608,63138034400,63
0,0,100.0,0.0,0.0,1064445608,63138034400,63
0,0,100.0,0.0,0.0,1064445624,63138034400,63
0,0,100.0,0.0,0.0,1064445624,63138034400,63
1,0,100.0,0.0,0.0,1064445646,63138034400,63
1,0,100.0,0.0,0.0,1064445646,63138034400,63
0,0,100.0,0.0,0.0,1064508453,63138034400,63
0,0,100.0,0.0,0.0,1064508453,63138034400,63
0,0,100.0,0.0,0.0,1064515216,63138034400,63
0,0,100.0,0.0,0.0,1064515216,63138034400,63
0,0,100.0,0.0,0.0,1064515252,63138034400,63
0,0,100.0,0.0,0.0,1064515252,63138034400,63
0,0,100.0,0.0,0.0,1064516887,63138034400,63
0,0,100.0,0.0,0.0,1064516887,63138034400,63
0,0,100.0,0.0,0.0,1064565496,63138034400,63
0,0,100.0,0.0,0.0,1064565496,63138034400,63
0,0,100.0,0.0,0.0,1064570946,63138034400,63
0,0,100.0,0.0,0.0,1064570946,63138034400,63
0,0,100.0,0.0,0.0,1064571272,63138034400,63
0,0,100.0,0.0,0.0,1064571272,63138034400,63
0,0,100.0,0.0,0.0,1064585174,63138034400,63
0,0,100.0,0.0,0.0,1064585174,63138034400,63
0,0,100.0,0.0,0.0,1064589038,63138034400,63
0,0,100.0,0.0,0.0,1064589038,63138034400,63
0,0,100.0,0.0,0.0,1066186679,63138034400,63
0,0,100.0,0.0,0.0,1066186679,63138034400,63
0,0,100.0,0.0,0.0,1066234202,63138034400,63
0,0,100.0,0.0,0.0,1066234202,63138034400,63
0,0,100.0,0.0,0.0,1066234450,63138034400,63
0,0,100.0,0.0,0.0,1066234450,63138034400,63
0,0,100.0,0.0,0.0,1066234509,63138034400,63
0,0,100.0,0.0,0.0,1066234509,63138034400,63
1,0,100.0,0.0,0.0,1066248783,63138034400,63
1,0,100.0,0.0,0.0,1066248783,63138034400,63
1,0,100.0,0.0,0.0,1066248897,63138034400,63
1,0,100.0,0.0,0.0,1066248897,63138034400,63
0,0,100.0,0.0,0.0,1066248969,63138034400,63
0,0,100.0,0.0,0.0,1066248969,63138034400,63
0,0,100.0,0.0,0.0,1066249112,63138034400,63
0,0,100.0,0.0,0.0,1066249112,63138034400,63
0,0,100.0,0.0,0.0,1066249198,63138034400,63
0,0,100.0,0.0,0.0,1066249198,63138034400,63
0,0,100.0,0.0,0.0,1066249303,63138034400,63
0,0,100.0,0.0,0.0,1066249303,63138034400,63
0,0,100.0,0.0,0.0,1066249370,63138034400,63
0,0,100.0,0.0,0.0,1066249370,63138034400,63
0,0,100.0,0.0,0.0,1066459013,63138034400,63
0,0,100.0,0.0,0.0,1066459013,63138034400,63
0,0,100.0,0.0,0.0,1066459279,63138034400,63
0,0,100.0,0.0,0.0,1066459279,63138034400,63
0,0,100.0,0.0,0.0,1066464867,63138034400,63
0,0,100.0,0.0,0.0,1066464867,63138034400,63
0,0,100.0,0.0,0.0,1066492621,63138034400,63
0,0,100.0,0.0,0.0,1066492621,63138034400,63
0,0,100.0,0.0,0.0,1066495688,63138034400,63
0,0,100.0,0.0,0.0,1066495688,63138034400,63
0,0,100.0,0.0,0.0,1066617836,63138034400,63
0,0,100.0,0.0,0.0,1066617836,63138034400,63
0,0,100.0,0.0,0.0,1066660737,63138034400,63
0,0,100.0,0.0,0.0,1066660737,63138034400,63
1,0,100.0,0.0,0.0,1066660939,63138034400,63
1,0,100.0,0.0,0.0,1066660939,63138034400,63
0,0,100.0,0.0,0.0,1066725068,63138034400,63
0,0,100.0,0.0,0.0,1066725068,63138034400,63
0,0,100.0,0.0,0.0,1067234766,63138034400,63
0,0,100.0,0.0,0.0,1067234766,63138034400,63
0,0,100.0,0.0,0.0,1067323664,63138034400,63
0,0,100.0,0.0,0.0,1067323664,63138034400,63
1,0,100.0,0.0,0.0,1067443251,63138034400,63
1,0,100.0,0.0,0.0,1067443251,63138034400,63
0,0,100.0,0.0,0.0,1067443363,63138034400,63
0,0,100.0,0.0,0.0,1067443363,63138034400,63
0,0,100.0,0.0,0.0,1067443424,63138034400,63
0,0,100.0,0.0,0.0,1067443424,63138034400,63
0,0,100.0,0.0,0.0,1067443624,63138034400,63
0,0,100.0,0.0,0.0,1067443624,63138034400,63
0,0,100.0,0.0,0.0,1068353820,63138034400,63
0,0,100.0,0.0,0.0,1068353820,63138034400,63
0,0,100.0,0.0,0.0,1068783511,63138034400,63
0,0,100.0,0.0,0.0,1068783511,63138034400,63
1,0,100.0,0.0,0.0,1069379947,63138034400,63
1,0,100.0,0.0,0.0,1069379947,63138034400,63
0,1,98.6713811627377,0.0,0.0,1069396563,63138034400,63
0,1,97.36470857787789,0.0,0.0,1069396563,63138034400,63
0,1,96.07950731164723,0.0,0.0,1069397585,63138034400,63
0,1,94.81531577760724,0.0,0.0,1069397585,63138034400,63
0,1,93.57168527041459,0.0,0.0,1069399967,63138034400,63
0,1,92.34817951900844,0.0,0.0,1069399967,63138034400,63
0,1,91.1443742582863,0.0,0.0,1069401439,63138034400,63
0,1,89.9598568183827,0.0,0.0,1069401439,63138034400,63
1,1,89.9598568183827,5.752701394103787,22.748894340879236,1069405056,63138034400,63
1,1,89.9598568183827,10.928477854902273,31.3548130766215,1069405056,63138034400,63
0,1,88.79422573071166,10.928477854902273,31.15101490387233,1069405076,63138034400,63
0,1,87.64709034998057,10.928477854902273,30.949140310134325,1069405076,63138034400,63
0,1,86.5180704914249,10.928477854902273,30.749159621271126,1069405573,63138034400,63
0,1,85.4067960825532,10.928477854902273,30.551043838899137,1069405573,63138034400,63
0,1,84.31290682873018,10.928477854902273,30.354764620405415,1069405960,63138034400,63
0,1,83.23605189195999,10.928477854902273,30.16029425968489,1069405960,63138034400,63
0,1,82.17588958226611,10.928477854902273,29.967605668566343,1069406082,63138034400,63
0,1,81.13208706109513,10.928477854902273,29.776672358898356,1069406082,63138034400,63
0,1,80.10432005620126,10.928477854902273,29.587468425267467,1069424235,63138034400,63
0,1,79.09227258749657,10.928477854902273,29.399968528322447,1069424235,63138034400,63
0,1,78.0956367033778,10.928477854902273,29.21414787867956,1069429667,63138034400,63
0,1,77.11411222706576,10.928477854902273,29.02998222138513,1069429667,63138034400,63
0,1,76.1474065125162,10.928477854902273,28.84744782091259,1069429705,63138034400,63
0,1,75.19523420948363,10.928477854902273,28.66652144667245,1069429705,63138034400,63
0,1,74.25731703734004,10.928477854902273,28.487180359014612,1069435708,63138034400,63
0,1,73.33338356727006,10.928477854902273,28.30940229570319,1069435708,63138034400,63
0,1,72.42316901248282,10.928477854902273,28.13316545884524,1069436206,63138034400,63
0,1,71.52641502609855,10.928477854902273,27.958448502255397,1069436206,63138034400,63
0,1,70.64286950638386,10.928477854902273,27.7852305192393,1069437119,63138034400,63
0,1,69.77228640902621,10.928477854902273,27.61349103077953,1069437119,63138034400,63
