instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,0,100.0,0.0,0.0,1323292816,59804890599,59
0,0,100.0,0.0,0.0,1323292845,59804890599,59
0,0,100.0,0.0,0.0,1323294546,59804890599,59
0,1,74.62185935992777,0.0,0.0,1323295924,59804890599,59
0,1,59.39600028280787,0.0,0.0,1323301755,59804890599,59
0,0,66.3345005184674,0.0,0.0,1323369329,59804890599,59
0,0,71.29007156274695,0.0,0.0,1323370368,59804890599,59
0,0,75.0063119199178,0.0,0.0,1323375272,59804890599,59
0,0,77.89633187798452,0.0,0.0,1323375522,59804890599,59
0,0,80.20799761681442,0.0,0.0,1323375891,59804890599,59
0,0,82.09904216637793,0.0,0.0,1323380102,59804890599,59
0,0,83.6746208858682,0.0,0.0,1323380417,59804890599,59
0,0,85.0075336447651,0.0,0.0,1323392391,59804890599,59
0,0,86.1497803548717,0.0,0.0,1323392771,59804890599,59
0,0,87.1394942895354,0.0,0.0,1323396628,59804890599,59
0,0,88.00527540816118,0.0,0.0,1323397322,59804890599,59
0,0,88.76899427207263,0.0,0.0,1323397332,59804890599,59
0,0,89.4476613217524,0.0,0.0,1323397405,59804890599,59
1,0,89.4476613217524,0.0,0.0,1323474670,59804890599,59
0,0,90.0547058560065,0.0,0.0,1323475026,59804890599,59
0,0,90.60087131737899,0.0,0.0,1323479289,59804890599,59
0,0,91.09485478173366,0.0,0.0,1323479309,59804890599,59
0,0,91.54377204158604,0.0,0.0,1323480238,59804890599,59
0,0,91.9535013633485,0.0,0.0,1323481724,59804890599,59
0,0,92.32894130526378,0.0,0.0,1323715642,59804890599,59
1,0,92.32894130526378,0.0,0.0,1323718847,59804890599,59
1,0,92.32894130526378,0.0,0.0,1323719037,59804890599,59
0,0,92.67420665903457,0.0,0.0,1323719654,59804890599,59
1,0,92.67420665903457,0.0,0.0,1323720491,59804890599,59
0,0,92.99277917415334,0.0,0.0,1323723589,59804890599,59
0,0,93.28762478793692,0.0,0.0,1323726983,59804890599,59
0,0,93.56128573483883,0.0,0.0,1323727562,59804890599,59
0,0,93.81595359866262,0.0,0.0,1323727875,59804890599,59
1,0,93.81595359866262,0.0,0.0,1323728617,59804890599,59
