instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,0,100.0,0.0,0.0,1143467626,709607264501,709
0,0,100.0,0.0,0.0,1143489078,709607264501,709
0,0,100.0,0.0,0.0,1143528058,709607264501,709
0,0,100.0,0.0,0.0,1143528343,709607264501,709
0,0,100.0,0.0,0.0,1143528575,709607264501,709
0,0,100.0,0.0,0.0,1143562674,709607264501,709
0,0,100.0,0.0,0.0,1143564801,709607264501,709
0,0,100.0,0.0,0.0,1143564900,709607264501,709
0,0,100.0,0.0,0.0,1143640684,709607264501,709
0,0,100.0,0.0,0.0,1143640801,709607264501,709
0,0,100.0,0.0,0.0,1143643192,709607264501,709
1,0,100.0,0.0,0.0,1143680122,709607264501,709
0,0,100.0,0.0,0.0,1143712857,709607264501,709
0,0,100.0,0.0,0.0,1143725279,709607264501,709
0,0,100.0,0.0,0.0,1143725524,709607264501,709
0,0,100.0,0.0,0.0,1143731311,709607264501,709
0,0,100.0,0.0,0.0,1143731413,709607264501,709
0,0,100.0,0.0,0.0,1143740479,709607264501,709
0,0,100.0,0.0,0.0,1143740526,709607264501,709
0,0,100.0,0.0,0.0,1144108833,709607264501,709
0,0,100.0,0.0,0.0,1144108911,709607264501,709
1,0,100.0,0.0,0.0,1144108994,709607264501,709
0,0,100.0,0.0,0.0,1144109030,709607264501,709
0,0,100.0,0.0,0.0,1144171182,709607264501,709
0,0,100.0,0.0,0.0,1144190049,709607264501,709
1,0,100.0,0.0,0.0,1144332585,709607264501,709
0,0,100.0,0.0,0.0,1144332834,709607264501,709
0,0,100.0,0.0,0.0,1144333754,709607264501,709
0,0,100.0,0.0,0.0,1144367076,709607264501,709
1,0,100.0,0.0,0.0,1144367225,709607264501,709
0,0,100.0,0.0,0.0,1144455156,709607264501,709
1,0,100.0,0.0,0.0,1144600689,709607264501,709
0,0,100.0,0.0,0.0,1144632979,709607264501,709
0,0,100.0,0.0,0.0,1144634478,709607264501,709
0,0,100.0,0.0,0.0,1144769764,709607264501,709
